ReturnID,TransactionID,ReturnDate,StoreID,ProductID,ReturnQty,ReturnAmount,Reason
R0053332,T0053332,02-10-2024,S011,P0132,2,8.76,Not as Described
R0053336,T0053336,04-05-2024,S030,P0105,1,3.96,Damaged
R0053343,T0053343,18-04-2025,S011,P0102,1,3.56,Changed Mind
R0053373,T0053373,04-09-2024,S010,P0093,1,7.9,Damaged
R0053403,T0053403,06-07-2024,S021,P0052,1,6.25,Damaged
R0053472,T0053472,25-02-2025,S022,P0176,1,35.35,Wrong Item
R0053558,T0053558,11-02-2025,S015,P0091,1,7.03,Changed Mind
R0053579,T0053579,20-01-2025,S025,P0140,2,3.48,Not as Described
R0053639,T0053639,23-02-2024,S003,P0025,2,16.18,Wrong Item
R0053666,T0053666,10-12-2024,S013,P0080,1,6.18,Not as Described
R0053671,T0053671,31-07-2025,S027,P0101,2,3.58,Changed Mind
R0053678,T0053678,13-03-2024,S013,P0017,1,9.37,Not as Described
R0053693,T0053693,28-11-2024,S011,P0118,1,1.87,Not as Described
R0053756,T0053756,29-06-2025,S026,P0128,1,1.84,Not as Described
R0053761,T0053761,01-07-2024,S018,P0051,1,6.76,Expired
R0053805,T0053805,18-06-2024,S016,P0059,1,5.72,Not as Described
R0053825,T0053825,26-10-2025,S004,P0031,1,4.37,Expired
R0053881,T0053881,23-12-2024,S025,P0078,2,9.06,Damaged
R0053887,T0053887,30-04-2024,S027,P0136,1,5.01,Changed Mind
R0053905,T0053905,15-05-2025,S013,P0056,1,3.6,Damaged
R0053983,T0053983,29-03-2024,S023,P0002,2,19.66,Not as Described
R0053992,T0053992,16-10-2025,S015,P0166,2,91.76,Expired
R0053999,T0053999,19-04-2025,S030,P0012,1,4.43,Changed Mind
R0054040,T0054040,11-04-2024,S015,P0043,2,4.84,Wrong Item
R0054041,T0054041,06-05-2024,S017,P0044,2,15.46,Expired
R0054084,T0054084,25-04-2024,S020,P0092,1,7.25,Damaged
R0054109,T0054109,16-09-2024,S021,P0175,1,54.26,Damaged
R0054117,T0054117,12-01-2024,S020,P0085,2,10.48,Not as Described
R0054128,T0054128,18-05-2024,S009,P0115,1,3.78,Wrong Item
R0054164,T0054164,30-10-2024,S012,P0026,1,8.37,Not as Described
R0054214,T0054214,05-05-2025,S015,P0100,1,5.43,Wrong Item
R0054237,T0054237,30-08-2024,S003,P0067,2,7.82,Expired
R0054278,T0054278,28-06-2024,S004,P0126,1,3.17,Expired
R0054289,T0054289,20-04-2024,S001,P0001,1,6.7,Wrong Item
R0054300,T0054300,23-11-2024,S016,P0146,2,3.8,Wrong Item
R0054302,T0054302,16-06-2025,S017,P0019,2,13.52,Not as Described
R0054303,T0054303,20-02-2024,S009,P0082,1,6.85,Damaged
R0054407,T0054407,08-08-2025,S005,P0016,1,3.81,Changed Mind
R0054472,T0054472,18-07-2024,S024,P0003,2,14.46,Wrong Item
R0054503,T0054503,22-05-2025,S019,P0068,1,6.08,Expired
R0054529,T0054529,29-05-2025,S014,P0039,2,4.38,Not as Described
R0054573,T0054573,06-05-2025,S003,P0151,1,49.67,Damaged
R0054664,T0054664,02-01-2024,S005,P0019,1,4.86,Wrong Item
R0054676,T0054676,09-10-2024,S012,P0141,2,5.56,Wrong Item
R0054772,T0054772,25-01-2025,S005,P0027,2,7.22,Wrong Item
R0054781,T0054781,06-03-2025,S023,P0177,1,19.4,Changed Mind
R0054798,T0054798,31-12-2024,S011,P0033,2,3.7,Wrong Item
R0054801,T0054801,01-09-2025,S026,P0173,2,107.32,Changed Mind
R0054821,T0054821,30-11-2024,S022,P0141,1,2.78,Wrong Item
R0054871,T0054871,23-07-2024,S007,P0001,2,14.88,Changed Mind
R0054880,T0054880,29-10-2025,S021,P0113,2,8.04,Damaged
R0054949,T0054949,26-10-2024,S018,P0026,2,16.74,Not as Described
R0054951,T0054951,15-10-2025,S026,P0088,2,8.73,Changed Mind
R0055011,T0055011,12-12-2024,S004,P0071,2,8.6,Not as Described
R0055072,T0055072,20-05-2024,S028,P0071,2,6.88,Damaged
R0055078,T0055078,18-05-2025,S001,P0024,1,11.73,Wrong Item
R0055085,T0055085,27-01-2025,S010,P0051,1,6.76,Not as Described
R0055161,T0055161,25-10-2024,S029,P0107,1,1.29,Wrong Item
R0055234,T0055234,24-12-2024,S007,P0097,2,3.06,Damaged
R0055419,T0055419,07-07-2025,S027,P0052,1,4.25,Damaged
R0055448,T0055448,19-04-2024,S026,P0050,2,2.66,Not as Described
R0055476,T0055476,02-11-2024,S019,P0041,2,4.52,Wrong Item
R0055487,T0055487,12-04-2025,S007,P0031,2,8.74,Damaged
R0055495,T0055495,09-10-2024,S029,P0004,2,23.68,Damaged
R0055572,T0055572,05-09-2024,S009,P0073,2,8.74,Wrong Item
R0055644,T0055644,08-06-2024,S002,P0091,1,7.03,Expired
R0055674,T0055674,15-07-2025,S002,P0032,1,2.81,Expired
R0055752,T0055752,02-07-2024,S017,P0115,1,3.25,Wrong Item
R0055838,T0055838,29-08-2024,S030,P0015,1,7.6,Expired
R0055861,T0055861,22-05-2024,S012,P0142,1,2.14,Changed Mind
R0055890,T0055890,23-10-2025,S002,P0163,1,28.52,Damaged
R0055914,T0055914,25-04-2025,S029,P0007,1,2.45,Not as Described
R0055934,T0055934,09-11-2024,S001,P0083,1,7.73,Not as Described
R0055979,T0055979,13-02-2025,S002,P0178,1,37.6,Changed Mind
R0055992,T0055992,26-11-2024,S027,P0097,1,1.68,Wrong Item
R0056022,T0056022,13-09-2025,S014,P0132,2,8.76,Wrong Item
R0056099,T0056099,20-10-2025,S012,P0111,1,4.81,Changed Mind
R0056148,T0056148,29-09-2025,S019,P0008,2,16.74,Changed Mind
R0056187,T0056187,03-04-2025,S024,P0175,1,54.26,Changed Mind
R0056188,T0056188,09-06-2025,S006,P0152,2,78.8,Damaged
R0056255,T0056255,24-01-2024,S018,P0042,1,3.84,Expired
R0056305,T0056305,15-03-2024,S002,P0070,2,1.56,Expired
R0056407,T0056407,29-12-2024,S011,P0124,1,7.17,Changed Mind
R0056428,T0056428,24-07-2025,S030,P0043,2,3.87,Wrong Item
R0056450,T0056450,12-07-2024,S013,P0067,1,3.91,Changed Mind
R0056453,T0056453,02-01-2025,S006,P0180,1,48.07,Wrong Item
R0056486,T0056486,01-02-2024,S016,P0161,2,44,Changed Mind
R0056536,T0056536,21-12-2024,S020,P0001,1,6.47,Expired
R0056602,T0056602,19-08-2025,S015,P0168,2,88.12,Expired
R0056632,T0056632,07-07-2025,S001,P0002,1,10.57,Wrong Item
R0056638,T0056638,28-04-2024,S018,P0112,1,5.22,Changed Mind
R0056670,T0056670,04-08-2024,S027,P0174,1,24.34,Not as Described
R0056738,T0056738,08-02-2025,S013,P0155,1,26.94,Changed Mind
R0056807,T0056807,22-06-2024,S019,P0086,1,6.41,Wrong Item
R0056834,T0056834,27-05-2024,S009,P0117,1,4.48,Damaged
R0056843,T0056843,22-01-2025,S002,P0167,2,108.6,Expired
R0056924,T0056924,13-04-2024,S027,P0004,1,11.84,Not as Described
R0056938,T0056938,14-07-2025,S018,P0021,1,2.02,Damaged
R0057083,T0057083,07-10-2024,S028,P0120,1,1.72,Damaged
R0057113,T0057113,18-10-2025,S025,P0129,2,6.48,Wrong Item
R0057136,T0057136,10-08-2024,S008,P0126,1,3.27,Damaged
R0057138,T0057138,10-07-2025,S020,P0069,1,2.55,Expired
R0057252,T0057252,07-07-2024,S029,P0166,1,45.88,Not as Described
R0057297,T0057297,03-10-2025,S030,P0130,1,3.64,Not as Described
R0057383,T0057383,24-03-2025,S001,P0149,1,5.59,Wrong Item
R0057390,T0057390,14-01-2024,S007,P0135,2,10.84,Changed Mind
R0057403,T0057403,07-08-2025,S014,P0131,1,2.88,Changed Mind
R0057404,T0057404,16-01-2025,S003,P0053,2,3.9,Changed Mind
R0057405,T0057405,28-05-2025,S022,P0024,2,23.46,Changed Mind
R0057426,T0057426,03-05-2024,S005,P0001,1,7.44,Wrong Item
R0057467,T0057467,13-03-2025,S023,P0156,1,23.24,Changed Mind
R0057500,T0057500,25-01-2024,S016,P0172,1,38.48,Expired
R0057580,T0057580,14-12-2024,S023,P0135,2,10.84,Wrong Item
R0057619,T0057619,27-09-2025,S019,P0005,1,10.45,Expired
R0057622,T0057622,03-10-2025,S008,P0060,2,9.82,Changed Mind
R0057632,T0057632,15-03-2025,S017,P0179,2,77.12,Damaged
R0057647,T0057647,08-02-2025,S014,P0015,1,7.94,Wrong Item
R0057656,T0057656,06-08-2024,S025,P0165,1,40.63,Damaged
R0057667,T0057667,17-04-2024,S018,P0144,2,3.48,Expired
R0057670,T0057670,24-01-2024,S021,P0122,1,3.68,Damaged
R0057677,T0057677,01-11-2024,S026,P0061,2,3.54,Expired
R0057684,T0057684,04-12-2024,S006,P0160,1,27.68,Not as Described
R0057714,T0057714,18-09-2024,S023,P0056,2,7.2,Changed Mind
R0057719,T0057719,03-04-2025,S007,P0100,2,10.86,Damaged
R0057742,T0057742,22-08-2024,S012,P0016,1,3.05,Changed Mind
R0057893,T0057893,21-12-2024,S012,P0155,1,26.94,Changed Mind
R0057912,T0057912,11-08-2024,S030,P0152,2,92.94,Damaged
R0057990,T0057990,24-12-2024,S006,P0074,2,10.18,Damaged
R0058024,T0058024,17-08-2024,S026,P0084,1,7.16,Not as Described
R0058029,T0058029,21-08-2024,S024,P0037,2,10.16,Expired
R0058114,T0058114,12-03-2024,S023,P0039,1,2.19,Changed Mind
R0058164,T0058164,11-10-2025,S029,P0149,1,5.59,Not as Described
R0058172,T0058172,26-08-2024,S030,P0085,2,10.48,Changed Mind
R0058229,T0058229,02-01-2025,S006,P0094,1,3.28,Not as Described
R0058239,T0058239,05-03-2025,S008,P0050,1,1.33,Damaged
R0058273,T0058273,04-06-2025,S023,P0137,1,1.4,Expired
R0058365,T0058365,21-04-2024,S002,P0146,1,1.9,Expired
R0058514,T0058514,06-08-2024,S026,P0059,1,5.72,Wrong Item
R0058557,T0058557,26-06-2024,S030,P0090,1,7.59,Damaged
R0058571,T0058571,22-05-2025,S021,P0162,1,42.91,Not as Described
R0058637,T0058637,28-09-2025,S009,P0015,1,6.46,Expired
R0058670,T0058670,11-10-2025,S017,P0111,1,4.81,Not as Described
R0058726,T0058726,06-08-2024,S017,P0169,1,41.83,Damaged
R0058788,T0058788,20-06-2024,S026,P0074,1,5.45,Changed Mind
R0058799,T0058799,26-01-2025,S020,P0168,1,43.18,Damaged
R0058827,T0058827,06-07-2025,S002,P0136,2,10.9,Not as Described
R0058836,T0058836,14-01-2024,S005,P0013,1,3.88,Expired
R0058844,T0058844,23-06-2024,S020,P0088,1,5.02,Not as Described
R0058899,T0058899,16-05-2025,S013,P0164,1,58.19,Damaged
R0058946,T0058946,12-01-2025,S011,P0148,2,5.53,Wrong Item
R0058998,T0058998,10-08-2025,S020,P0139,1,2.59,Damaged
R0059019,T0059019,10-08-2025,S019,P0096,2,11.82,Damaged
R0059035,T0059035,24-11-2024,S011,P0020,2,9.52,Wrong Item
R0059042,T0059042,30-11-2024,S012,P0003,1,7.23,Damaged
R0059100,T0059100,04-08-2024,S028,P0001,2,14.88,Wrong Item
R0059110,T0059110,27-03-2025,S021,P0106,1,3.5,Damaged
R0059132,T0059132,21-05-2024,S009,P0094,1,3.28,Changed Mind
R0059251,T0059251,18-01-2025,S029,P0120,1,1.62,Expired
R0059302,T0059302,02-02-2025,S029,P0133,2,14.74,Wrong Item
R0059314,T0059314,07-08-2025,S020,P0007,2,4.9,Expired
R0059321,T0059321,26-10-2024,S008,P0082,2,12.19,Not as Described
R0059328,T0059328,13-09-2024,S027,P0160,1,32.57,Changed Mind
R0059438,T0059438,25-08-2025,S003,P0093,1,6.16,Wrong Item
R0059463,T0059463,03-11-2024,S018,P0084,1,7.16,Expired
R0059490,T0059490,26-09-2025,S003,P0097,2,3.36,Changed Mind
R0059532,T0059532,05-05-2025,S014,P0136,1,4.42,Expired
R0059582,T0059582,28-04-2025,S010,P0042,2,7.68,Damaged
R0059594,T0059594,23-07-2025,S019,P0095,2,7.48,Expired
R0059596,T0059596,26-08-2024,S022,P0108,1,3.88,Wrong Item
R0059626,T0059626,06-07-2025,S022,P0036,1,3.3,Not as Described
R0059638,T0059638,28-09-2024,S005,P0066,1,7.75,Expired
R0059735,T0059735,23-09-2025,S001,P0149,1,5.26,Changed Mind
R0059799,T0059799,23-10-2024,S005,P0116,2,2.22,Damaged
R0059847,T0059847,25-11-2024,S012,P0083,2,15.46,Expired
R0059891,T0059891,12-07-2025,S012,P0122,1,3.28,Changed Mind
R0059954,T0059954,24-02-2024,S013,P0024,2,23.46,Wrong Item
R0059962,T0059962,28-04-2025,S014,P0175,2,108.52,Damaged
R0059974,T0059974,24-03-2025,S028,P0119,1,6.03,Not as Described
