TransactionID,TransactionDate,StoreID,ProductID,CustomerID,Channel,Quantity,UnitPrice,GrossSales,DiscountAmount,NetSales,COGS,GrossMargin,PaymentMethod
T0000251,25-03-2024,S013,P0138,C04361,In-Store,5,1.34,6.7,0.54,6.16,4.9,1.26,UPI
T0000252,10-12-2024,S012,P0122,C02382,In-Store,4,3.68,14.72,0,14.72,10.68,4.04,Card
T0000253,16-09-2024,S025,P0168,C01664,In-Store,2,44.06,88.12,0,88.12,65.74,22.38,Card
T0000254,28-10-2025,S029,P0115,C02998,In-Store,3,3.78,11.34,0,11.34,8.88,2.46,UPI
T0000255,01-04-2025,S020,P0041,C04257,In-Store,5,2.26,11.3,0,11.3,7.95,3.35,Card
T0000256,29-09-2024,S007,P0084,C00339,In-Store,1,7.16,7.16,0,7.16,4.76,2.4,Card
T0000257,12-04-2025,S028,P0164,C04371,In-Store,2,59.99,119.98,19.2,100.78,75.66,25.12,Card
T0000258,08-03-2024,S014,P0042,C03900,In-Store,1,3.84,3.84,0.69,3.15,2.27,0.88,Cash
T0000259,20-04-2025,S002,P0099,,In-Store,2,3.58,7.16,0,7.16,4.78,2.38,Cash
T0000260,15-08-2025,S007,P0094,C00328,Online,3,3.28,9.84,0,9.84,6.15,3.69,Card
T0000261,31-03-2024,S016,P0125,,In-Store,6,6.01,36.06,0,36.06,27.36,8.7,Cash
T0000262,23-10-2024,S001,P0064,,In-Store,3,6.83,20.49,2.87,17.62,12.48,5.14,UPI
T0000263,02-02-2025,S023,P0004,C02098,In-Store,4,11.84,47.36,0,47.36,33.44,13.92,Card
T0000264,19-03-2024,S016,P0153,C01287,In-Store,1,21.64,21.64,0,21.64,16.52,5.12,Cash
T0000265,24-03-2024,S027,P0081,C01196,In-Store,3,5.6,16.8,3.19,13.61,9.69,3.92,Card
T0000266,27-07-2025,S026,P0152,C02550,In-Store,2,50.51,101.02,0,101.02,67.48,33.54,Card
T0000267,08-11-2024,S009,P0149,C00920,Online,2,5.59,11.18,0,11.18,8.32,2.86,UPI
T0000268,20-06-2024,S012,P0095,C02557,In-Store,2,3.74,7.48,0,7.48,4.4,3.08,Card
T0000269,05-09-2024,S020,P0133,C02175,In-Store,2,7.37,14.74,1.03,13.71,8.1,5.61,Cash
T0000270,08-01-2024,S006,P0027,C03628,In-Store,1,4.46,4.46,0,4.46,3.12,1.34,Cash
T0000271,12-09-2025,S015,P0072,C02621,In-Store,2,6.88,13.76,2.61,11.15,8.8,2.35,Wallet
T0000272,04-10-2024,S025,P0160,,In-Store,2,32.57,65.14,11.73,53.41,40.86,12.55,Card
T0000273,09-06-2024,S030,P0177,C03994,In-Store,1,19.4,19.4,0,19.4,13.69,5.71,Card
T0000274,15-11-2024,S028,P0135,C00948,In-Store,1,5.42,5.42,0,5.42,3.08,2.34,UPI
T0000275,13-05-2024,S024,P0149,C04980,Online,3,5.59,16.77,0,16.77,12.48,4.29,Cash
T0000276,23-02-2024,S025,P0121,C03942,Online,6,7.83,46.98,0,46.98,27.18,19.8,Card
T0000277,02-11-2024,S027,P0136,C03432,In-Store,2,5.45,10.9,0,10.9,6.62,4.28,Card
T0000278,19-04-2024,S026,P0046,C02682,Online,2,1.74,3.48,0.77,2.71,2.04,0.67,UPI
T0000279,11-11-2024,S005,P0068,C00126,In-Store,2,6.08,12.16,0,12.16,6.9,5.26,Cash
T0000280,06-10-2025,S021,P0118,C01963,Online,3,1.87,5.61,0,5.61,3.48,2.13,Card
T0000281,03-08-2025,S004,P0096,C00732,In-Store,3,5.91,17.73,0,17.73,13.92,3.81,UPI
T0000282,16-01-2024,S020,P0096,,In-Store,1,5.91,5.91,0,5.91,4.64,1.27,Card
T0000283,01-02-2025,S007,P0155,C00095,In-Store,2,26.94,53.88,0,53.88,30.44,23.44,Cash
T0000284,06-01-2025,S024,P0007,C01650,In-Store,2,2.45,4.9,0,4.9,2.7,2.2,Card
T0000285,01-01-2025,S020,P0020,C02518,In-Store,5,4.76,23.8,0,23.8,16.1,7.7,Wallet
T0000286,30-04-2024,S003,P0087,C01924,In-Store,3,3.6,10.8,0,10.8,6.54,4.26,Cash
T0000287,18-03-2024,S018,P0137,C04850,Online,4,2.09,8.36,2.01,6.35,5.96,0.39,UPI
T0000288,15-11-2024,S022,P0032,C03834,In-Store,2,2.81,5.62,0,5.62,4.28,1.34,Card
T0000289,23-03-2024,S026,P0140,C04478,In-Store,2,1.74,3.48,0,3.48,2.78,0.7,Cash
T0000290,21-07-2024,S015,P0124,C00747,In-Store,5,7.17,35.85,0,35.85,20.9,14.95,UPI
T0000291,09-09-2025,S015,P0078,C02232,Online,3,4.53,13.59,0,13.59,7.59,6,Card
T0000292,08-10-2024,S019,P0027,C02284,In-Store,2,4.46,8.92,0,8.92,6.24,2.68,Cash
T0000293,02-10-2025,S020,P0109,C02725,Online,1,3.82,3.82,0,3.82,2.42,1.4,Cash
T0000294,26-05-2024,S011,P0001,C00385,Online,3,7.44,22.32,0,22.32,14.61,7.71,Card
T0000295,29-03-2024,S011,P0023,C02881,In-Store,2,4.88,9.76,2.05,7.71,7,0.71,Card
T0000296,21-04-2025,S024,P0089,,In-Store,2,4.42,8.84,0,8.84,6.96,1.88,Cash
T0000297,01-09-2025,S018,P0113,C02390,In-Store,4,4.02,16.08,3.38,12.7,11.08,1.62,Card
T0000298,13-02-2025,S011,P0102,C00508,In-Store,1,3.56,3.56,0,3.56,2.06,1.5,Card
T0000299,06-05-2025,S022,P0179,C02137,In-Store,1,38.56,38.56,8.48,30.08,29.71,0.37,Card
T0000300,13-04-2025,S019,P0157,,In-Store,2,29.4,58.8,0,58.8,34.44,24.36,UPI
T0000301,19-01-2024,S022,P0039,C04800,Online,6,2.19,13.14,0,13.14,8.4,4.74,Cash
T0000302,24-01-2024,S029,P0159,C04317,In-Store,2,59.48,118.96,29.74,89.22,81.38,7.84,Cash
T0000303,30-06-2024,S010,P0122,C01637,In-Store,6,3.68,22.08,0,22.08,16.02,6.06,UPI
T0000304,03-01-2024,S004,P0066,C01447,Online,3,7.75,23.25,0,23.25,14.28,8.97,Cash
T0000305,11-02-2024,S011,P0006,C02850,In-Store,4,5.43,21.72,0,21.72,15.76,5.96,Cash
T0000306,22-10-2024,S030,P0079,C03752,In-Store,2,6.62,13.24,0,13.24,10.42,2.82,UPI
T0000307,03-09-2025,S008,P0138,C02542,In-Store,2,1.34,2.68,0.32,2.36,1.96,0.4,Cash
T0000308,15-01-2024,S026,P0008,C03567,In-Store,3,8.37,25.11,0,25.11,20.07,5.04,Card
T0000309,05-11-2024,S010,P0012,C02596,In-Store,5,4.43,22.15,0,22.15,12.8,9.35,Cash
T0000310,17-09-2025,S019,P0102,C02717,In-Store,1,3.56,3.56,0,3.56,2.06,1.5,UPI
T0000311,22-05-2025,S009,P0179,C00698,Online,2,38.56,77.12,5.4,71.72,59.42,12.3,UPI
T0000312,14-01-2024,S010,P0116,C04262,In-Store,3,1.11,3.33,0,3.33,1.95,1.38,Card
T0000313,09-04-2024,S004,P0180,C03417,Online,2,48.07,96.14,18.27,77.87,54.92,22.95,Card
T0000314,20-06-2024,S009,P0030,C00374,In-Store,5,9.85,49.25,0,49.25,28.9,20.35,UPI
T0000315,22-01-2024,S014,P0089,C01689,In-Store,2,4.42,8.84,0,8.84,6.96,1.88,Cash
T0000316,24-09-2024,S019,P0010,C01614,In-Store,3,2.12,6.36,0.89,5.47,3.96,1.51,Card
T0000317,03-02-2024,S013,P0150,C02943,In-Store,5,3.73,18.65,0,18.65,10.95,7.7,Cash
T0000318,10-08-2024,S025,P0104,C03771,In-Store,4,1.11,4.44,0.53,3.91,3.4,0.51,Card
T0000319,23-03-2024,S002,P0089,C04911,In-Store,3,4.42,13.26,0,13.26,10.44,2.82,Card
T0000320,11-03-2025,S026,P0015,C01772,In-Store,2,8.73,17.46,5.94,11.52,9.92,1.6,UPI
T0000321,13-02-2024,S011,P0010,C03795,In-Store,4,2.12,8.48,0,8.48,5.28,3.2,UPI
T0000322,19-06-2025,S015,P0173,C00803,In-Store,1,53.66,53.66,1.07,52.59,36.11,16.48,Card
T0000323,28-09-2024,S013,P0082,C00672,Online,3,6.85,20.55,0,20.55,16.38,4.17,Cash
T0000324,18-06-2025,S004,P0046,C00582,In-Store,2,1.74,3.48,0.52,2.96,2.04,0.92,Cash
T0000325,12-04-2024,S024,P0131,C02741,In-Store,3,3.23,9.69,0,9.69,7.35,2.34,Card
T0000326,07-03-2024,S027,P0065,C02600,Online,3,3.35,10.05,0,10.05,7.53,2.52,Card
T0000327,01-05-2024,S004,P0037,C00325,In-Store,2,5.08,10.16,0,10.16,7.18,2.98,UPI
T0000328,02-07-2025,S015,P0073,C00158,In-Store,1,4.37,4.37,0,4.37,3.26,1.11,Card
T0000329,09-03-2025,S020,P0133,C02008,In-Store,3,7.37,22.11,4.2,17.91,12.15,5.76,Card
T0000330,05-09-2025,S020,P0099,C02342,Online,2,3.58,7.16,1.86,5.3,4.78,0.52,Card
T0000331,31-08-2024,S007,P0087,C01787,Online,2,3.6,7.2,0,7.2,4.36,2.84,Card
T0000332,29-04-2024,S027,P0125,C03445,In-Store,2,6.01,12.02,0,12.02,9.12,2.9,Cash
T0000333,29-01-2025,S015,P0070,C03040,In-Store,1,1.04,1.04,0.07,0.97,0.7,0.27,Card
T0000334,22-09-2025,S022,P0049,C03486,In-Store,2,7.57,15.14,0,15.14,10.1,5.04,UPI
T0000335,21-07-2024,S003,P0020,C00924,In-Store,1,4.76,4.76,0,4.76,3.22,1.54,Card
T0000336,03-08-2024,S013,P0153,C04185,In-Store,1,21.64,21.64,0,21.64,16.52,5.12,Card
T0000337,24-05-2024,S015,P0102,C00350,In-Store,4,3.56,14.24,0,14.24,8.24,6,Card
T0000338,29-05-2024,S028,P0059,C04956,Online,4,5.72,22.88,2.75,20.13,13.52,6.61,Wallet
T0000339,10-01-2024,S010,P0077,C00178,In-Store,1,1.61,1.61,0.05,1.56,1.14,0.42,Card
T0000340,06-10-2025,S018,P0128,C01726,In-Store,3,1.84,5.52,1.05,4.47,3.63,0.84,Cash
T0000341,26-02-2024,S004,P0035,C00873,In-Store,2,3.04,6.08,0,6.08,4.18,1.9,UPI
T0000342,02-04-2024,S028,P0093,C03117,In-Store,3,7.9,23.7,7.82,15.88,17.67,-1.79,UPI
T0000343,30-08-2024,S002,P0083,C00302,In-Store,3,7.73,23.19,0,23.19,13.05,10.14,Card
T0000344,30-12-2024,S005,P0088,C01632,In-Store,2,5.02,10.04,0,10.04,7.88,2.16,UPI
T0000345,23-08-2024,S025,P0064,,In-Store,2,6.83,13.66,0,13.66,8.32,5.34,Card
T0000346,13-07-2025,S017,P0074,C00881,In-Store,3,5.99,17.97,2.52,15.45,11.13,4.32,Card
T0000347,18-10-2025,S011,P0109,C01197,In-Store,4,3.82,15.28,0,15.28,9.68,5.6,Card
T0000348,20-03-2025,S010,P0116,C04003,In-Store,2,1.11,2.22,0.47,1.75,1.3,0.45,Card
T0000349,12-02-2024,S019,P0120,C03103,In-Store,2,1.72,3.44,0,3.44,2.46,0.98,UPI
T0000350,29-03-2024,S014,P0173,C00867,In-Store,1,53.66,53.66,0,53.66,36.11,17.55,Cash
T0000351,15-10-2024,S004,P0164,C03057,In-Store,2,59.99,119.98,12,107.98,75.66,32.32,UPI
T0000352,31-07-2025,S024,P0015,C02383,In-Store,5,8.73,43.65,0,43.65,24.8,18.85,UPI
T0000353,21-03-2025,S023,P0048,C00952,Online,4,7.74,30.96,0,30.96,24.48,6.48,UPI
T0000354,13-01-2025,S010,P0095,C00339,In-Store,3,3.74,11.22,0,11.22,6.6,4.62,Card
T0000355,06-02-2024,S023,P0075,C02721,In-Store,2,6.38,12.76,0,12.76,7.02,5.74,UPI
T0000356,02-04-2024,S023,P0167,C00631,In-Store,2,54.3,108.6,0,108.6,68.58,40.02,Card
T0000357,29-03-2024,S017,P0099,C01094,In-Store,4,3.58,14.32,0,14.32,9.56,4.76,UPI
T0000358,21-06-2024,S022,P0100,C02823,In-Store,1,5.43,5.43,0,5.43,3.24,2.19,Card
T0000359,03-06-2024,S026,P0025,C01977,In-Store,1,8.09,8.09,0,8.09,4.75,3.34,UPI
T0000360,05-09-2024,S019,P0131,C01808,Online,3,3.23,9.69,1.74,7.95,7.35,0.6,Card
T0000361,19-06-2025,S004,P0016,C04401,In-Store,1,3.81,3.81,0,3.81,2.59,1.22,UPI
T0000362,12-08-2025,S009,P0077,C02624,Online,3,1.61,4.83,0,4.83,3.42,1.41,UPI
T0000363,28-01-2025,S025,P0152,C03466,In-Store,1,50.51,50.51,0,50.51,33.74,16.77,Card
T0000364,18-06-2025,S003,P0070,C01990,Online,1,1.04,1.04,0.21,0.83,0.7,0.13,Cash
T0000365,11-02-2024,S004,P0095,C01306,Online,3,3.74,11.22,1.12,10.1,6.6,3.5,Cash
T0000366,02-04-2024,S005,P0131,C00036,In-Store,5,3.23,16.15,0,16.15,12.25,3.9,Cash
T0000367,11-05-2025,S001,P0072,C02520,In-Store,2,6.88,13.76,0,13.76,8.8,4.96,Cash
T0000368,16-06-2024,S025,P0038,C02991,In-Store,2,7.9,15.8,0,15.8,9.14,6.66,Card
T0000369,18-02-2025,S004,P0012,C01854,Online,4,4.43,17.72,0,17.72,10.24,7.48,UPI
T0000370,03-03-2025,S010,P0125,C04846,Online,4,6.01,24.04,2.4,21.64,18.24,3.4,UPI
T0000371,12-12-2024,S002,P0072,C02647,In-Store,2,6.88,13.76,3.58,10.18,8.8,1.38,Cash
T0000372,04-03-2024,S012,P0133,C04303,Online,2,7.37,14.74,0.59,14.15,8.1,6.05,Card
T0000373,28-07-2025,S005,P0118,C01129,In-Store,1,1.87,1.87,0.19,1.68,1.16,0.52,Card
T0000374,30-09-2025,S005,P0078,C03794,In-Store,3,4.53,13.59,1.63,11.96,7.59,4.37,Card
T0000375,23-01-2025,S009,P0034,C01454,In-Store,4,3.17,12.68,0,12.68,9.36,3.32,Card
T0000376,30-05-2024,S020,P0073,C01549,In-Store,2,4.37,8.74,0,8.74,6.52,2.22,Card
T0000377,07-01-2024,S007,P0123,C04443,In-Store,3,7.57,22.71,0,22.71,12.9,9.81,UPI
T0000378,20-01-2024,S027,P0153,C02224,In-Store,2,21.64,43.28,0,43.28,33.04,10.24,Card
T0000379,14-11-2024,S020,P0138,C00044,In-Store,5,1.34,6.7,0,6.7,4.9,1.8,Card
T0000380,19-06-2024,S014,P0143,C04196,In-Store,4,1,4,0.28,3.72,3.2,0.52,Card
T0000381,01-04-2024,S019,P0149,C02947,In-Store,1,5.59,5.59,0,5.59,4.16,1.43,Card
T0000382,30-03-2025,S004,P0035,C00237,In-Store,2,3.04,6.08,0,6.08,4.18,1.9,Card
T0000383,14-10-2024,S023,P0176,C04394,In-Store,1,46.51,46.51,0,46.51,34.66,11.85,UPI
T0000384,04-11-2024,S028,P0031,C01166,Online,2,4.37,8.74,0,8.74,5.5,3.24,Card
T0000385,11-12-2024,S021,P0177,C00359,In-Store,1,19.4,19.4,0,19.4,13.69,5.71,Cash
T0000386,16-04-2025,S012,P0074,C04672,In-Store,2,5.99,11.98,3,8.98,7.42,1.56,Cash
T0000387,16-12-2024,S023,P0159,C02485,In-Store,1,59.48,59.48,10.71,48.77,40.69,8.08,Cash
T0000388,18-08-2025,S002,P0082,C03977,Online,1,6.85,6.85,1.37,5.48,5.46,0.02,UPI
T0000389,16-02-2025,S004,P0076,C04631,Online,2,6.65,13.3,0,13.3,8.92,4.38,Card
T0000390,07-11-2024,S003,P0126,C01351,In-Store,2,3.27,6.54,0,6.54,3.66,2.88,Card
T0000391,28-04-2025,S001,P0180,C03933,In-Store,1,48.07,48.07,0,48.07,27.46,20.61,Card
T0000392,10-07-2025,S003,P0178,C01563,In-Store,2,45.86,91.72,0,91.72,64.4,27.32,Card
T0000393,12-05-2025,S005,P0118,C02360,In-Store,4,1.87,7.48,0,7.48,4.64,2.84,Card
T0000394,17-07-2025,S022,P0141,C00883,In-Store,2,2.78,5.56,0,5.56,3.54,2.02,Cash
T0000395,25-01-2025,S001,P0009,C02390,Online,5,8.97,44.85,0,44.85,29.45,15.4,Card
T0000396,26-12-2024,S013,P0104,C04955,In-Store,1,1.11,1.11,0,1.11,0.85,0.26,Card
T0000397,07-10-2025,S019,P0106,C03061,In-Store,2,3.5,7,0,7,5.52,1.48,Card
T0000398,05-06-2024,S025,P0064,C01335,In-Store,2,6.83,13.66,0,13.66,8.32,5.34,Card
T0000399,21-12-2024,S019,P0007,C03870,In-Store,5,2.45,12.25,0,12.25,6.75,5.5,Card
T0000400,06-10-2025,S021,P0027,C01886,Online,1,4.46,4.46,0.8,3.66,3.12,0.54,Card
T0000401,15-02-2025,S015,P0153,C01095,In-Store,2,21.64,43.28,0,43.28,33.04,10.24,Card
T0000402,30-01-2024,S022,P0080,C02106,In-Store,1,6.18,6.18,0,6.18,4.79,1.39,Card
T0000403,26-03-2025,S016,P0093,C04431,In-Store,4,7.9,31.6,0,31.6,23.56,8.04,Cash
T0000404,17-04-2025,S011,P0095,C01782,In-Store,2,3.74,7.48,0,7.48,4.4,3.08,UPI
T0000405,20-01-2025,S029,P0062,C04544,In-Store,2,4.82,9.64,0,9.64,5.98,3.66,Card
T0000406,14-12-2024,S022,P0162,C00713,In-Store,2,42.91,85.82,0,85.82,51.7,34.12,UPI
T0000407,24-10-2024,S004,P0013,C01042,Online,4,3.88,15.52,3.72,11.8,12.08,-0.28,Card
T0000408,26-03-2025,S020,P0141,C00117,In-Store,1,2.78,2.78,0,2.78,1.77,1.01,UPI
T0000409,22-05-2024,S023,P0049,C02921,In-Store,3,7.57,22.71,0,22.71,15.15,7.56,Cash
T0000410,27-10-2024,S004,P0050,C03639,In-Store,5,1.33,6.65,0,6.65,4.3,2.35,Card
T0000411,11-02-2024,S012,P0114,C02707,In-Store,1,7.25,7.25,0,7.25,4.12,3.13,UPI
T0000412,10-08-2024,S015,P0074,,In-Store,2,5.99,11.98,0,11.98,7.42,4.56,Card
T0000413,29-02-2024,S023,P0155,C03970,In-Store,2,26.94,53.88,0,53.88,30.44,23.44,Card
T0000414,06-09-2024,S019,P0143,C03510,In-Store,6,1,6,0,6,4.8,1.2,Card
T0000415,19-11-2024,S006,P0098,C01305,In-Store,4,4.68,18.72,3.18,15.54,14.68,0.86,Card
T0000416,29-05-2024,S025,P0146,C04516,In-Store,4,1.9,7.6,1.14,6.46,4.96,1.5,Card
T0000417,08-01-2025,S021,P0039,C04063,In-Store,6,2.19,13.14,0,13.14,8.4,4.74,UPI
T0000418,31-10-2025,S005,P0077,C04389,Online,2,1.61,3.22,0,3.22,2.28,0.94,Cash
T0000419,26-02-2025,S015,P0029,C00097,In-Store,4,8.85,35.4,0,35.4,26.68,8.72,UPI
T0000420,30-10-2024,S004,P0164,,In-Store,1,59.99,59.99,0,59.99,37.83,22.16,Card
T0000421,30-10-2025,S001,P0102,,In-Store,2,3.56,7.12,0,7.12,4.12,3,Card
T0000422,31-07-2025,S006,P0105,C02891,Online,3,3.96,11.88,0,11.88,8.19,3.69,Cash
T0000423,23-10-2025,S013,P0114,C01501,In-Store,1,7.25,7.25,0,7.25,4.12,3.13,Cash
T0000424,22-01-2024,S006,P0090,C02290,In-Store,3,7.59,22.77,3.64,19.13,14.88,4.25,Card
T0000425,10-10-2025,S020,P0098,C01475,In-Store,4,4.68,18.72,0,18.72,14.68,4.04,UPI
T0000426,02-04-2024,S025,P0099,,In-Store,3,3.58,10.74,0,10.74,7.17,3.57,Card
T0000427,07-07-2025,S028,P0047,,In-Store,2,1.33,2.66,0.32,2.34,2.1,0.24,UPI
T0000428,15-09-2025,S021,P0087,,In-Store,2,3.6,7.2,1.01,6.19,4.36,1.83,Wallet
T0000429,28-09-2025,S013,P0044,C04477,In-Store,3,7.73,23.19,3.71,19.48,15.84,3.64,Cash
T0000430,09-05-2025,S015,P0141,C04982,In-Store,6,2.78,16.68,0,16.68,10.62,6.06,Card
T0000431,21-04-2025,S013,P0063,,In-Store,3,4.59,13.77,0,13.77,10.29,3.48,UPI
T0000432,02-04-2024,S001,P0129,C04334,In-Store,5,4.05,20.25,0,20.25,15.15,5.1,UPI
T0000433,18-05-2024,S023,P0138,C00125,In-Store,5,1.34,6.7,0,6.7,4.9,1.8,Cash
T0000434,08-09-2024,S013,P0133,C03325,In-Store,5,7.37,36.85,0,36.85,20.25,16.6,Card
T0000435,24-03-2025,S012,P0173,C02270,Online,1,53.66,53.66,0,53.66,36.11,17.55,Card
T0000436,05-01-2024,S007,P0068,C01680,In-Store,1,6.08,6.08,0,6.08,3.45,2.63,Card
T0000437,13-08-2024,S013,P0040,,In-Store,4,3.29,13.16,0,13.16,10.16,3,Card
T0000438,14-06-2024,S014,P0102,C04091,Online,2,3.56,7.12,1.92,5.2,4.12,1.08,Card
T0000439,20-04-2024,S030,P0030,C04034,In-Store,1,9.85,9.85,0,9.85,5.78,4.07,Cash
T0000440,29-09-2024,S027,P0066,C02258,In-Store,1,7.75,7.75,0.46,7.29,4.76,2.53,Cash
T0000441,13-05-2024,S030,P0045,C03569,In-Store,1,5.82,5.82,0,5.82,3.59,2.23,Cash
T0000442,28-01-2024,S014,P0116,C01947,In-Store,4,1.11,4.44,0,4.44,2.6,1.84,UPI
T0000443,14-02-2025,S020,P0169,C00584,In-Store,2,41.83,83.66,0,83.66,47.5,36.16,Card
T0000444,09-11-2024,S028,P0092,C00527,Online,1,7.4,7.4,0,7.4,4.38,3.02,Cash
T0000445,24-07-2024,S012,P0157,C04756,In-Store,1,29.4,29.4,0,29.4,17.22,12.18,Card
T0000446,17-12-2024,S007,P0161,C04909,In-Store,2,22,44,0,44,32.26,11.74,Card
T0000447,29-06-2025,S028,P0133,C04891,In-Store,6,7.37,44.22,0,44.22,24.3,19.92,Cash
T0000448,10-12-2024,S009,P0037,C00367,In-Store,2,5.08,10.16,0,10.16,7.18,2.98,Card
T0000449,07-06-2025,S025,P0059,C00822,In-Store,3,5.72,17.16,2.57,14.59,10.14,4.45,UPI
T0000450,04-06-2025,S019,P0053,C04520,In-Store,5,1.95,9.75,0.98,8.77,6.5,2.27,UPI
T0000451,20-12-2024,S014,P0162,C00522,In-Store,2,42.91,85.82,0,85.82,51.7,34.12,Cash
T0000452,30-07-2024,S007,P0149,C03183,In-Store,1,5.59,5.59,0,5.59,4.16,1.43,Cash
T0000453,12-01-2024,S026,P0086,C01341,In-Store,2,6.41,12.82,0,12.82,7.8,5.02,Card
T0000454,01-08-2024,S007,P0106,C04353,In-Store,1,3.5,3.5,0,3.5,2.76,0.74,UPI
T0000455,28-05-2024,S021,P0049,C04220,In-Store,1,7.57,7.57,0,7.57,5.05,2.52,Card
T0000456,02-09-2025,S025,P0177,C02060,In-Store,2,19.4,38.8,0,38.8,27.38,11.42,Card
T0000457,18-08-2024,S013,P0170,C04664,In-Store,1,13.34,13.34,1.47,11.87,7.9,3.97,Card
T0000458,28-03-2025,S013,P0120,C03225,In-Store,1,1.72,1.72,0,1.72,1.23,0.49,UPI
T0000459,13-12-2024,S016,P0017,C00589,In-Store,3,9.37,28.11,0,28.11,16.59,11.52,UPI
T0000460,11-09-2025,S010,P0053,C04479,In-Store,4,1.95,7.8,1.09,6.71,5.2,1.51,UPI
T0000461,22-09-2025,S013,P0149,C04968,In-Store,5,5.59,27.95,0,27.95,20.8,7.15,UPI
T0000462,25-06-2024,S003,P0038,,In-Store,6,7.9,47.4,8.06,39.34,27.42,11.92,Cash
T0000463,08-04-2025,S025,P0069,C02756,In-Store,3,2.93,8.79,0.88,7.91,5.82,2.09,Card
T0000464,17-08-2025,S022,P0165,,In-Store,1,46.17,46.17,0,46.17,36.27,9.9,Cash
T0000465,05-02-2025,S028,P0066,C00259,Online,1,7.75,7.75,0,7.75,4.76,2.99,UPI
T0000466,04-01-2025,S021,P0097,C02514,In-Store,3,1.68,5.04,0,5.04,2.91,2.13,Cash
T0000467,13-10-2024,S030,P0010,C02807,In-Store,2,2.12,4.24,0,4.24,2.64,1.6,UPI
T0000468,02-01-2025,S001,P0094,,In-Store,3,3.28,9.84,0,9.84,6.15,3.69,Card
T0000469,17-08-2024,S027,P0141,C03338,In-Store,5,2.78,13.9,0,13.9,8.85,5.05,Cash
T0000470,20-10-2024,S007,P0134,C00987,In-Store,1,5.14,5.14,0,5.14,3.5,1.64,Card
T0000471,24-01-2025,S029,P0082,C01177,In-Store,1,6.85,6.85,1.16,5.69,5.46,0.23,Cash
T0000472,23-03-2024,S028,P0154,C01430,In-Store,2,56.12,112.24,0,112.24,81.36,30.88,UPI
T0000473,10-02-2024,S010,P0094,C00529,Online,1,3.28,3.28,0.49,2.79,2.05,0.74,UPI
T0000474,19-03-2024,S021,P0047,C03046,In-Store,6,1.33,7.98,0,7.98,6.3,1.68,Cash
T0000475,08-06-2024,S025,P0095,C01577,In-Store,3,3.74,11.22,0,11.22,6.6,4.62,Card
T0000476,05-04-2025,S006,P0073,C02078,In-Store,2,4.37,8.74,0,8.74,6.52,2.22,Cash
T0000477,29-09-2025,S018,P0162,C01228,In-Store,1,42.91,42.91,0,42.91,25.85,17.06,Cash
T0000478,13-05-2025,S009,P0155,C04517,In-Store,1,26.94,26.94,0,26.94,15.22,11.72,UPI
T0000479,19-11-2024,S013,P0118,C01449,In-Store,4,1.87,7.48,1.27,6.21,4.64,1.57,Cash
T0000480,12-08-2025,S025,P0173,C00644,In-Store,2,53.66,107.32,11.81,95.51,72.22,23.29,Card
T0000481,13-09-2025,S021,P0131,C03991,In-Store,6,3.23,19.38,0,19.38,14.7,4.68,Card
T0000482,06-06-2024,S016,P0006,C01640,In-Store,5,5.43,27.15,0,27.15,19.7,7.45,UPI
T0000483,11-08-2025,S025,P0121,C02745,Online,2,7.83,15.66,2.98,12.68,9.06,3.62,Cash
T0000484,21-05-2024,S011,P0158,C01354,Online,2,15.39,30.78,0,30.78,19.9,10.88,Card
T0000485,14-05-2024,S004,P0102,C02585,In-Store,3,3.56,10.68,0,10.68,6.18,4.5,Cash
T0000486,03-02-2025,S027,P0127,C02548,In-Store,4,2.36,9.44,0,9.44,5.92,3.52,Card
T0000487,07-07-2024,S015,P0163,C04882,In-Store,1,36.11,36.11,0.72,35.39,26.05,9.34,Cash
T0000488,17-07-2025,S001,P0053,C02611,In-Store,4,1.95,7.8,0,7.8,5.2,2.6,Cash
T0000489,24-10-2025,S029,P0103,C02596,In-Store,4,7.75,31,0,31,20.8,10.2,Card
T0000490,01-05-2025,S030,P0060,C02382,Online,4,4.91,19.64,0,19.64,11,8.64,Cash
T0000491,14-08-2025,S006,P0107,C03030,In-Store,1,1.29,1.29,0,1.29,0.95,0.34,UPI
T0000492,23-05-2025,S014,P0039,C04694,In-Store,5,2.19,10.95,0,10.95,7,3.95,Card
T0000493,28-08-2025,S013,P0075,C01099,In-Store,3,6.38,19.14,4.21,14.93,10.53,4.4,Cash
T0000494,16-01-2025,S030,P0006,C02964,Online,1,5.43,5.43,1.03,4.4,3.94,0.46,UPI
T0000495,05-05-2025,S001,P0080,C02008,In-Store,1,6.18,6.18,0,6.18,4.79,1.39,Card
T0000496,11-02-2025,S007,P0118,C03090,In-Store,4,1.87,7.48,0.6,6.88,4.64,2.24,UPI
T0000497,23-03-2025,S006,P0053,C04182,In-Store,6,1.95,11.7,0,11.7,7.8,3.9,UPI
T0000498,02-08-2025,S010,P0099,C02323,In-Store,3,3.58,10.74,0,10.74,7.17,3.57,Card
T0000499,18-10-2025,S009,P0112,C00453,In-Store,3,6.77,20.31,0,20.31,11.82,8.49,UPI
T0000500,22-07-2025,S030,P0141,C02884,In-Store,5,2.78,13.9,0,13.9,8.85,5.05,Card
T0000501,10-04-2024,S020,P0007,C00631,In-Store,5,2.45,12.25,0,12.25,6.75,5.5,UPI
